disclosure_year,disclosure_date,transaction_date,owner,ticker,asset_description,type,amount,representative,district,ptr_link,cap_gains_over_200_usd
2021,2/25/2021,1/8/2021,self,--,Indiana Bd Bk Rev,sale_full,"$100,001 - $250,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/12/2021,self,--,Mesa Arizona,sale_full,"$100,001 - $250,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/11/2021,self,--,West Fargo N D,sale_full,"$100,001 - $250,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/5/2021,self,--,Fulton Cnty Ga Wtr & Sew Rev,sale_full,"$100,001 - $250,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/15/2021,self,--,Noblesville Ind Multi Sch Bldg,sale_full,"$250,001 - $500,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/20/2021,self,C,Citigroup Inc,purchase,"$100,001 - $250,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/20/2021,self,NFG,National Fuel Gas Company,purchase,"$50,001 - $100,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/19/2021,self,NFG,National Fuel Gas Company,purchase,"$15,001 - $50,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/21/2021,self,NFG,National Fuel Gas Company,purchase,"$1,001 - $15,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/29/2021,self,LUMN,Centurylink Inc,sale_full,"$50,001 - $100,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/4/2021,self,BKR,"Baker Hughes, a GE company",sale_full,"$100,001 - $250,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/19/2021,self,SWK,Stanley Black & Decker Inc,sale_full,"$100,001 - $250,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/20/2021,self,MS,Morgan Stanley,sale_full,"$100,001 - $250,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/27/2021,dependent,--,Conn St Hsg Fin Auth Hsg Mtg F,purchase,"$100,001 - $250,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/8/2021,dependent,--,Indiana Bd Bk Rev,purchase,"$100,001 - $250,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/15/2021,dependent,FB,Facebook Inc,purchase,"$100,001 - $250,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/14/2021,dependent,FMS,Fresenius Med Care Ag,purchase,"$50,001 - $100,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/14/2021,dependent,ACGL,Arch Cap Group Ltd,purchase,"$15,001 - $50,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/13/2021,dependent,ACGL,Arch Cap Group Ltd,purchase,"$15,001 - $50,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/5/2021,dependent,--,Triborough Brdg & Tunl Auth N,sale_full,"$1,001 - $15,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/5/2021,dependent,--,Triborough Brdg & Tunl Auth N,sale_full,"$1,001 - $15,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/4/2021,dependent,--,Purdue Univ Ind Univ Revs,sale_full,"$1,001 - $15,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/4/2021,dependent,--,Oregon St Hsg & Cmnty Svcs Dep,sale_full,"$1,001 - $15,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/15/2021,dependent,--,Massachusetts St Hsg Fin Agy H,sale_full,"$1,001 - $15,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/14/2021,dependent,BKNG,Booking Hldgs Inc,sale_full,"$15,001 - $50,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/12/2021,dependent,CB,Chubb Ltd,sale_full,"$15,001 - $50,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/27/2021,dependent,HON,Honeywell Intl Inc,sale_full,"$15,001 - $50,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/25/2021,dependent,PCAR,Paccar Inc,sale_full,"$15,001 - $50,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/6/2021,dependent,PAG,"Penske Automotive Group, Inc.",sale_full,"$50,001 - $100,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/4/2021,dependent,--,Virginia College Bldg Auth Va,sale_full,"$50,001 - $100,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/12/2021,dependent,ACN,Accenture Plc,sale_full,"$50,001 - $100,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/6/2021,dependent,--,Indiana Bd Bk Rev,sale_full,"$100,001 - $250,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/8/2021,dependent,--,Indiana Bd Bk Rev,sale_full,"$100,001 - $250,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/12/2021,dependent,--,Mesa Ariz,sale_full,"$100,001 - $250,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/11/2021,dependent,--,West Fargo N D,sale_full,"$100,001 - $250,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/5/2021,dependent,--,Fulton Cnty Ga Wtr & Sew Rev,sale_full,"$100,001 - $250,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/15/2021,dependent,--,Noblesville Ind Multi Sch Bldg,sale_full,"$250,001 - $500,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/20/2021,dependent,C,Citigroup Inc,purchase,"$15,001 - $50,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/20/2021,dependent,NFG,National Fuel Gas Company,purchase,"$15,001 - $50,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/19/2021,dependent,NFG,National Fuel Gas Company,purchase,"$1,001 - $15,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/21/2021,dependent,NFG,National Fuel Gas Company,purchase,"$1,001 - $15,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/29/2021,dependent,LUMN,Centurylink Inc,sale_full,"$15,001 - $50,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/4/2021,dependent,BKR,"Baker Hughes, a GE company",sale_full,"$15,001 - $50,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/19/2021,dependent,SWK,Stanley Black & Decker Inc,sale_full,"$15,001 - $50,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/20/2021,dependent,MS,Morgan Stanley,sale_full,"$15,001 - $50,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/20/2021,self,SFE,Safeguard Scientific Inc,sale_full,"$1,001 - $15,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/19/2021,self,SFE,Safeguard Scientific Inc,sale_full,"$1,001 - $15,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/22/2021,self,SFE,Safeguard Scientific Inc,sale_full,"$1,001 - $15,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/26/2021,self,SFE,Safeguard Scientific Inc,sale_full,"$1,001 - $15,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/14/2021,self,SFE,Safeguard Scientific Inc,sale_full,"$1,001 - $15,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/20/2021,dependent,SFE,Safeguard Scientific Inc,sale_full,"$1,001 - $15,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/19/2021,dependent,SFE,Safeguard Scientific Inc,sale_full,"$1,001 - $15,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/22/2021,dependent,SFE,Safeguard Scientific Inc,sale_full,"$1,001 - $15,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/26/2021,dependent,SFE,Safeguard Scientific Inc,sale_full,"$1,001 - $15,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/14/2021,dependent,SFE,Safeguard Scientific Inc,sale_full,"$1,001 - $15,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2021,2/25/2021,1/13/2021,dependent,GBTC,Grayscale Bitcoin Trust,purchase,"$1,001 - $15,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,FALSE
2020,11/9/2020,10/1/2020,joint,--,Florida HSg Fin Corp Homeowner MTg 2.15% Due 07/01/29,sale_full,"$1,001 - $15,000",Hon. Suzan K. DelBene,WA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017625.pdf,FALSE
2020,11/9/2020,9/1/2020,joint,--,"ID ST BlDg Auth 5%23 5.00 % Due Sep 1, 2023",sale_full,"$50,001 - $100,000",Hon. Suzan K. DelBene,WA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017625.pdf,FALSE
2020,11/9/2020,10/30/2020,joint,--,Michigan ST HSg Dev Auth 1.25% Due 06/01/27,purchase,"$500,001 - $1,000,000",Hon. Suzan K. DelBene,WA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017625.pdf,FALSE
2020,11/9/2020,9/30/2020,self,MSFT,Microsoft Corporation,purchase,"$1,001 - $15,000",Hon. Suzan K. DelBene,WA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017625.pdf,FALSE
2020,11/9/2020,9/2/2020,self,MSFT,Microsoft Corporation,sale_partial,"$5,000,001 - $25,000,000",Hon. Suzan K. DelBene,WA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017625.pdf,FALSE
2020,11/9/2020,10/8/2020,joint,--,New York NY go BDS Ser. Fiscal 2008J 5.00% Due 08/01/26,purchase,"$500,001 - $1,000,000",Hon. Suzan K. DelBene,WA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017625.pdf,FALSE
2020,11/9/2020,10/30/2020,joint,--,New York ST Dorm Auth ST pers Income,purchase,"$15,001 - $50,000",Hon. Suzan K. DelBene,WA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017625.pdf,FALSE
2020,11/9/2020,10/23/2020,joint,--,New York ST Dorm Auth ST pers Income,purchase,"$50,001 - $100,000",Hon. Suzan K. DelBene,WA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017625.pdf,FALSE
2020,11/9/2020,10/15/2020,joint,--,New York ST Dorm Auth ST Pers Income,purchase,"$15,001 - $50,000",Hon. Suzan K. DelBene,WA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017625.pdf,FALSE
2020,11/9/2020,10/13/2020,joint,--,Round Rock Tex Indpt SCH Dist 5.00% Due 08/01/25,purchase,"$15,001 - $50,000",Hon. Suzan K. DelBene,WA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017625.pdf,FALSE
2020,11/9/2020,10/23/2020,joint,--,Round Rock Tex Indpt SCH Dist 5.00% Due 08/01/25,purchase,"$15,001 - $50,000",Hon. Suzan K. DelBene,WA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017625.pdf,FALSE
2020,11/9/2020,9/4/2020,joint,--,Texas ST Tax Rev Antic NTS 4.00% Due 08/26/21,purchase,"$500,001 - $1,000,000",Hon. Suzan K. DelBene,WA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017625.pdf,FALSE
2020,11/9/2020,10/13/2020,joint,AMED,Amedisys Inc,sale_partial,"$1,001 - $15,000",Hon. Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,TRUE
2020,11/9/2020,10/13/2020,joint,ANSS,"ANSYS, Inc.",sale_partial,"$15,001 - $50,000",Hon. Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,TRUE
2020,11/9/2020,10/13/2020,joint,TECH,Bio-Techne Corp,sale_partial,"$1,001 - $15,000",Hon. Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,TRUE
2020,11/9/2020,10/13/2020,joint,CHE,Chemed Corp,sale_partial,"$1,001 - $15,000",Hon. Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,TRUE
2020,11/9/2020,10/13/2020,joint,CGNX,Cognex Corporation,sale_partial,"$1,001 - $15,000",Hon. Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,TRUE
2020,11/9/2020,10/13/2020,joint,CSGP,"CoStar Group, Inc.",sale_partial,"$1,001 - $15,000",Hon. Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,TRUE
2020,11/9/2020,10/15/2020,joint,DORM,"Dorman Products, Inc.",sale_full,"$100,001 - $250,000",Hon. Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,TRUE
2020,11/9/2020,10/13/2020,joint,FAST,Fastenal Company,sale_partial,"$1,001 - $15,000",Hon. Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,TRUE
2020,11/9/2020,10/13/2020,joint,LOPE,"Grand Canyon Education, Inc.",sale_partial,"$1,001 - $15,000",Hon. Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,TRUE
2020,11/9/2020,10/28/2020,joint,GWRE,"Guidewire Software, Inc.",purchase,"$100,001 - $250,000",Hon. Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,FALSE
2020,11/9/2020,10/13/2020,joint,JKHY,"Jack Henry & Associates, Inc.",sale_partial,"$1,001 - $15,000",Hon. Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,FALSE
2020,11/9/2020,10/13/2020,joint,LII,"Lennox International, Inc.",sale_partial,"$1,001 - $15,000",Hon. Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,TRUE
2020,11/9/2020,10/13/2020,joint,NEOG,Neogen Corporation,sale_partial,"$1,001 - $15,000",Hon. Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,TRUE
2020,11/9/2020,10/13/2020,joint,PAYC,"Paycom Software, Inc.",sale_partial,"$1,001 - $15,000",Hon. Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,TRUE
2020,11/9/2020,10/13/2020,joint,PCTY,Paylocity Holding Corporation,sale_partial,"$1,001 - $15,000",Hon. Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,TRUE
2020,11/9/2020,10/13/2020,joint,PEGA,Pegasystems Inc.,sale_partial,"$1,001 - $15,000",Hon. Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,TRUE
2020,11/9/2020,10/28/2020,joint,PRLB,"Proto labs, Inc. Common Stock",sale_partial,"$100,001 - $250,000",Hon. Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,TRUE
2020,11/9/2020,10/13/2020,joint,RBA,Ritchie bros. Auctioneers Incorporated,sale_partial,"$1,001 - $15,000",Hon. Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,TRUE
2020,11/9/2020,10/13/2020,joint,ROL,"Rollins, Inc.",sale_partial,"$1,001 - $15,000",Hon. Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,TRUE
2020,11/9/2020,10/13/2020,joint,TDOC,"Teladoc Health, Inc.",sale_partial,"$1,001 - $15,000",Hon. Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,TRUE
2020,11/9/2020,10/13/2020,joint,VRSK,"Verisk Analytics, Inc.",sale_partial,"$1,001 - $15,000",Hon. Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,TRUE
2020,11/9/2020,7/22/2020,,AAPL,Apple Inc.,sale_partial,"$1,001 - $15,000",Hon. Lloyd K. Smucker,PA11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017042.pdf,TRUE
2020,11/9/2020,10/9/2020,,AAPL,Apple Inc.,sale_partial,"$15,001 - $50,000",Hon. Lloyd K. Smucker,PA11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017042.pdf,TRUE
2020,8/24/2020,8/14/2020,self,NWN,Northwest Natural Holding Company,purchase,"$1,001 - $15,000",Hon. Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017242.pdf,FALSE
2020,8/24/2020,7/28/2020,--,SYPR,"Sypris Solutions, Inc.",sale_full,"$1,001 - $15,000",Hon. James Comer,KY01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017245.pdf,FALSE
2020,8/24/2020,8/6/2020,--,WLK,Westlake Chemical Corporation,sale_full,"$1,001 - $15,000",Hon. James Comer,KY01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017245.pdf,FALSE
2020,8/24/2020,8/14/2020,--,DOX,Amdocs Limited - Ordinary Shares,sale_partial,"$1,001 - $15,000",Hon. Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017216.pdf,FALSE
2020,8/24/2020,8/13/2020,--,DOX,Amdocs Limited - Ordinary Shares,sale_partial,"$1,001 - $15,000",Hon. Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017216.pdf,FALSE
2020,8/24/2020,8/13/2020,--,BURL,"Burlington Stores, Inc.",purchase,"$1,001 - $15,000",Hon. Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017216.pdf,FALSE
2020,8/24/2020,8/12/2020,--,CB,Chubb Limited,purchase,"$1,001 - $15,000",Hon. Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017216.pdf,FALSE
2020,8/24/2020,7/24/2020,--,CIEN,Ciena Corporation,purchase,"$1,001 - $15,000",Hon. Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017216.pdf,FALSE
2020,8/24/2020,7/28/2020,--,D,"Dominion Energy, Inc.",purchase,"$1,001 - $15,000",Hon. Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017216.pdf,FALSE
2020,8/24/2020,7/28/2020,--,FE,FirstEnergy Corp.,sale_partial,"$1,001 - $15,000",Hon. Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017216.pdf,FALSE
2020,8/24/2020,7/22/2020,--,FE,FirstEnergy Corp.,sale_partial,"$1,001 - $15,000",Hon. Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017216.pdf,FALSE
2020,8/24/2020,8/14/2020,--,HAE,Haemonetics Corporation,purchase,"$1,001 - $15,000",Hon. Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017216.pdf,FALSE
2020,8/24/2020,8/7/2020,--,HSIC,"Henry Schein, Inc.",sale_full,"$1,001 - $15,000",Hon. Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017216.pdf,FALSE
2020,8/24/2020,7/28/2020,--,LOW,"Lowe's Companies, Inc.",purchase,"$1,001 - $15,000",Hon. Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017216.pdf,FALSE
2020,8/24/2020,7/16/2020,--,STOR,STORE Capital Corporation,sale_partial,"$1,001 - $15,000",Hon. Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017216.pdf,FALSE
2020,8/24/2020,7/23/2020,--,SYY,Sysco Corporation,sale_full,"$1,001 - $15,000",Hon. Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017216.pdf,FALSE
2020,8/24/2020,7/24/2020,--,WSO,"Watsco, Inc.",sale_partial,"$1,001 - $15,000",Hon. Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017216.pdf,FALSE
2020,8/24/2020,10/17/2019,--,ZBRA,Zebra Technologies Corporation - Class A,sale_full,"$100,001 - $250,000",Hon. James R. Langevin,RI02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017238.pdf,FALSE
2021,11/16/2021,11/8/2021,joint,ATVI,Activision Blizzard Inc,sale_full,"$1,001 - $15,000",Hon. John Curtis,UT03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019828.pdf,FALSE
