last_name,first_name,middle_name,suffix,full_name,birthday,gender,type,state,party,district
Archer,Bill,,,,1928-03-22,M,rep,TX,Republican,7.0
Barrett,Bill,,,,1929-02-09,M,rep,NE,Republican,3.0
Bateman,Herbert,H.,,,1928-08-07,M,rep,VA,Republican,1.0
Bliley,Tom,,,,1932-01-28,M,rep,VA,Republican,7.0
Breaux,John,B.,,,1944-03-01,M,sen,LA,Democrat,
Campbell,Ben,Nighthorse,,,1933-04-13,M,sen,CO,Republican,
Campbell,Tom,,,,1952-08-14,M,rep,CA,Republican,15.0
Canady,Charles,T.,,,1954-06-22,M,rep,FL,Republican,12.0
Chenoweth-Hage,Helen,,,,1938-01-27,F,rep,ID,Republican,1.0
Clay,William,Lacy,Sr.,,1931-04-30,M,rep,MO,Democrat,1.0
Cook,Merrill,,,,1946-05-06,M,rep,UT,Republican,2.0
Coverdell,Paul,D.,,,1939-01-20,M,sen,GA,Republican,
Danner,Pat,,,,1934-01-13,F,rep,MO,Democrat,6.0
Daschle,Thomas,A.,,,1947-12-09,M,sen,SD,Democrat,
Dickey,Jay,,,,1939-12-14,M,rep,AR,Republican,4.0
Dixon,Julian,C.,,,1934-08-08,M,rep,CA,Democrat,32.0
Edwards,John,Reid,,,1953-06-10,M,sen,NC,Democrat,
Ewing,Thomas,W.,,,1935-09-19,M,rep,IL,Republican,15.0
Fitzgerald,Peter,G.,,,1960-10-20,M,sen,IL,Republican,
Forbes,Michael,P.,,,1952-07-16,M,rep,NY,Democrat,1.0
Fowler,Tillie,K.,,,1942-12-23,F,rep,FL,Republican,4.0
Franks,Bob,,,,1951-09-21,M,rep,NJ,Republican,7.0
Gejdenson,Sam,,,,1948-05-20,M,rep,CT,Democrat,2.0
Goodling,William,F.,,,1927-12-05,M,rep,PA,Republican,19.0
Graham,Bob,,,,1936-11-09,M,sen,FL,Democrat,
Hill,Rick,,,,1946-12-30,M,rep,MT,Republican,0.0
Kasich,John,R.,,,1952-05-13,M,rep,OH,Republican,12.0
Klink,Ron,,,,1951-09-23,M,rep,PA,Democrat,4.0
Kuykendall,Steven,T.,,,1947-01-27,M,rep,CA,Republican,36.0
Lazio,Rick,A.,,,1958-03-13,M,rep,NY,Republican,2.0
Livingston,Robert,Linligthgow,Jr.,,1943-04-30,M,rep,LA,Republican,1.0
Martínez,Matthew,G.,,,1929-02-14,M,rep,CA,Republican,31.0
McCollum,Bill,,,,1944-07-12,M,rep,FL,Republican,8.0
McIntosh,David,M.,,,1958-06-08,M,rep,IN,Republican,2.0
Metcalf,Jack,,,,1927-11-30,M,rep,WA,Republican,2.0
Minge,David,,,,1942-03-19,M,rep,MN,Democrat,2.0
Murkowski,Frank,H.,,,1933-03-28,M,sen,AK,Republican,
Nickles,Don,,,,1948-12-06,M,sen,OK,Republican,
Packard,Ron,,,,1931-01-19,M,rep,CA,Republican,48.0
Pease,Edward,A.,,,1951-05-22,M,rep,IN,Republican,7.0
Pickett,Owen,B.,,,1930-08-31,M,rep,VA,Democrat,2.0
Porter,John,Edward,,,1935-06-01,M,rep,IL,Republican,10.0
Rogan,James,E.,,,1957-08-21,M,rep,CA,Republican,27.0
Vento,Bruce,F.,,,1940-10-07,M,rep,MN,Democrat,4.0
Weygand,Robert,A.,,,1948-05-10,M,rep,RI,Democrat,2.0
Wise,Robert,E.,Jr.,,1948-01-06,M,rep,WV,Democrat,2.0
Miller,Zell,Bryan,,,1932-02-24,M,sen,GA,Democrat,
Allen,George,Felix,,,1952-03-08,M,sen,VA,Republican,
Armey,Richard,K.,,,1940-07-07,M,rep,TX,Republican,26.0
Baldacci,John,,,,1955-01-30,M,rep,ME,Democrat,2.0
Barcia,James,A.,,,1952-02-25,M,rep,MI,Democrat,5.0
Barr,Bob,,,,1948-11-05,M,rep,GA,Republican,7.0
Barrett,Thomas,M.,,,1953-12-08,M,rep,WI,Democrat,5.0
Bentsen,Ken,,,,1959-06-03,M,rep,TX,Democrat,25.0
Blagojevich,Rod,,,,1956-12-10,M,rep,IL,Democrat,5.0
Bonior,David,E.,,,1945-06-06,M,rep,MI,Democrat,10.0
Borski,Robert,A.,,,1948-10-20,M,rep,PA,Democrat,3.0
Bryant,Ed,,,,1948-09-07,M,rep,TN,Republican,7.0
Burns,Conrad,,,,1935-01-25,M,sen,MT,Republican,
Callahan,H.,L.,,,1932-09-11,M,rep,AL,Republican,1.0
Carnahan,Jean,,,,1933-12-20,F,sen,MO,Democrat,
Chafee,Lincoln,D.,,,1953-03-26,M,sen,RI,Republican,
Clayton,Eva,,,,1934-09-16,F,rep,NC,Democrat,1.0
Clement,Robert,,,,1943-09-23,M,rep,TN,Democrat,5.0
Condit,Gary,,,,1948-04-21,M,rep,CA,Democrat,18.0
Cooksey,John,,,,1941-08-20,M,rep,LA,Republican,5.0
Corzine,Jon,Stevens,,,1947-01-01,M,sen,NJ,Democrat,
Coyne,William,J.,,,1936-08-24,M,rep,PA,Democrat,14.0
Dayton,Mark,,,,1947-01-26,M,sen,MN,Democrat,
DeWine,Michael,,,,1947-01-05,M,sen,OH,Republican,
Ehrlich,Robert,L.,Jr.,,1957-11-25,M,rep,MD,Republican,2.0
Frist,William,H.,,,1952-02-22,M,sen,TN,Republican,
Ganske,Greg,,,,1949-03-31,M,rep,IA,Republican,4.0
Gekas,George,W.,,,1930-04-14,M,rep,PA,Republican,17.0
Gilman,Benjamin,,,,1922-12-06,M,rep,NY,Republican,20.0
Grucci,Felix,,,,1951-11-25,M,rep,NY,Republican,1.0
Hall,Tony,P.,,,1942-01-16,M,rep,OH,Democrat,3.0
Hansen,James,V.,,,1932-08-14,M,rep,UT,Republican,1.0
Hilleary,Van,,,,1959-06-20,M,rep,TN,Republican,4.0
Hilliard,Earl,F.,,,1942-04-09,M,rep,AL,Democrat,7.0
Horn,Stephen,,,,1931-05-31,M,rep,CA,Republican,38.0
Hutchinson,Asa,,,,1950-12-03,M,rep,AR,Republican,3.0
Jeffords,James,M.,,,1934-05-11,M,sen,VT,Independent,
Kerns,Brian,,,,1957-05-22,M,rep,IN,Republican,7.0
LaFalce,John,J.,,,1939-10-06,M,rep,NY,Democrat,29.0
Largent,Steve,,,,1954-09-28,M,rep,OK,Republican,1.0
Luther,William,,,,1945-06-27,M,rep,MN,Democrat,6.0
Maloney,James,,,,1948-09-17,M,rep,CT,Democrat,5.0
Mascara,Frank,,,,1930-01-19,M,rep,PA,Democrat,20.0
Meek,Carrie,,,,1926-04-29,F,rep,FL,Democrat,17.0
Miller,Dan,,,,1942-05-30,M,rep,FL,Republican,13.0
Mink,Patsy,Takemoto,,,1927-12-06,F,rep,HI,Democrat,2.0
Moakley,John,Joseph,,,1927-04-27,M,rep,MA,Democrat,9.0
Morella,Constance,,,,1931-02-12,F,rep,MD,Republican,8.0
Phelps,David,,,,1947-10-26,M,rep,IL,Democrat,19.0
Riley,Bob,,,,1944-10-03,M,rep,AL,Republican,3.0
Rivers,Lynn,,,,1956-12-19,F,rep,MI,Democrat,13.0
Roemer,Timothy,,,,1956-10-30,M,rep,IN,Democrat,3.0
Roukema,Marge,,,,1929-09-19,F,rep,NJ,Republican,5.0
Santorum,Richard,J.,,,1958-05-10,M,sen,PA,Republican,
Sarbanes,Paul,S.,,,1933-02-03,M,sen,MD,Democrat,
Sawyer,Thomas,C.,,,1945-08-15,M,rep,OH,Democrat,14.0
Scarborough,Joe,,,,1963-04-09,M,rep,FL,Republican,1.0
Schaffer,Bob,,,,1962-07-24,M,rep,CO,Republican,4.0
Shows,Ronnie,,,,1947-01-26,M,rep,MS,Democrat,4.0
Shuster,Elmer,Greinert,,,1932-01-23,M,rep,PA,Republican,9.0
Sisisky,Norman,,,,1927-06-09,M,rep,VA,Democrat,4.0
Skeen,Joseph,,,,1927-06-30,M,rep,NM,Republican,2.0
Spence,Floyd,,,,1928-04-09,M,rep,SC,Republican,2.0
Stump,Robert,,,,1927-04-04,M,rep,AZ,Republican,3.0
Thurman,Karen,,,,1951-01-12,F,rep,FL,Democrat,5.0
Traficant,James,A.,Jr.,,1941-05-08,M,rep,OH,Democrat,17.0
Underwood,Robert,A.,,,1948-07-13,M,rep,GU,Democrat,0.0
Watkins,Wes,,,,1938-12-15,M,rep,OK,Republican,3.0
Watts,J.C.,,,,1957-11-18,M,rep,OK,Republican,4.0
Barkley,Dean,,,,1950-08-31,M,sen,MN,Independent,
Talent,James,M.,,,1956-10-18,M,sen,MO,Republican,
Acevedo-Vilá,Aníbal,,,,1962-02-13,M,rep,PR,Popular Democrat,0.0
Allard,Wayne,A.,,,1943-12-02,M,sen,CO,Republican,
Ballance,Frank,W.,Jr.,,1942-02-15,M,rep,NC,Democrat,1.0
Ballenger,Cass,,,,1926-12-06,M,rep,NC,Republican,10.0
Bell,Chris,,,,1959-11-23,M,rep,TX,Democrat,25.0
Bereuter,Douglas,K.,,,1939-10-06,M,rep,NE,Republican,1.0
Burns,Max,,,,1948-11-08,M,rep,GA,Republican,12.0
Carson,Brad,,,,1967-03-11,M,rep,OK,Democrat,2.0
Coleman,Norm,,,,1949-08-17,M,sen,MN,Republican,
Collins,Michael,Allen,,,1944-10-15,M,rep,GA,Republican,8.0
Combest,Larry,,,,1945-03-20,M,rep,TX,Republican,19.0
Craig,Larry,E.,,,1945-07-20,M,sen,ID,Republican,
Crane,Philip,M.,,,1930-11-03,M,rep,IL,Republican,8.0
Deutsch,Peter,,,,1957-04-01,M,rep,FL,Democrat,20.0
Dole,Elizabeth,H.,,,1936-07-29,F,sen,NC,Republican,
Domenici,Pete,V.,,,1932-05-07,M,sen,NM,Republican,
Dooley,Calvin,M.,,,1954-01-11,M,rep,CA,Democrat,20.0
Dunn,Jennifer,B.,,,1941-07-29,F,rep,WA,Republican,8.0
Fletcher,Ernest,Lee,,,1952-11-12,M,rep,KY,Republican,6.0
Frost,Jonas,,III,,1942-01-01,M,rep,TX,Democrat,24.0
Gephardt,Richard,Andrew,,,1941-01-31,M,rep,MO,Democrat,3.0
Goss,Porter,J.,,,1938-11-26,M,rep,FL,Republican,14.0
Greenwood,James,C.,,,1951-05-04,M,rep,PA,Republican,8.0
Hagel,Charles,T.,,,1946-10-04,M,sen,NE,Republican,
Hoeffel,Joseph,M.,,,1950-09-03,M,rep,PA,Democrat,13.0
Houghton,Amory,,Jr.,,1926-08-07,M,rep,NY,Republican,29.0
Janklow,William,J.,,,1939-09-13,M,rep,SD,Republican,0.0
John,Christopher,,,,1960-01-05,M,rep,LA,Democrat,7.0
Kleczka,Gerald,D.,,,1943-11-26,M,rep,WI,Democrat,4.0
Lipinski,William,O.,,,1937-12-22,M,rep,IL,Democrat,3.0
Lucas,Kenneth,R.,,,1933-08-22,M,rep,KY,Democrat,4.0
Majette,Denise,,,,1955-05-18,F,rep,GA,Democrat,4.0
Matsui,Robert,T.,,,1941-09-17,M,rep,CA,Democrat,5.0
McCarthy,Karen,,,,1947-03-18,F,rep,MO,Democrat,5.0
McInnis,Scott,,,,1953-05-09,M,rep,CO,Republican,3.0
Nethercutt,George,R.,Jr.,,1944-10-07,M,rep,WA,Republican,5.0
Ose,Doug,,,,1955-06-27,M,rep,CA,Republican,3.0
Quinn,Jack,,,,1951-04-13,M,rep,NY,Republican,27.0
Sandlin,Max,A.,Jr.,,1952-09-29,M,rep,TX,Democrat,1.0
Schrock,Edward,L.,,,1941-04-06,M,rep,VA,Republican,2.0
Smith,Gordon,Harold,,,1952-05-25,M,sen,OR,Republican,
Smith,Nick,,,,1934-11-05,M,rep,MI,Republican,7.0
Stenholm,Charles,W.,,,1938-10-26,M,rep,TX,Democrat,17.0
Stevens,Ted,F.,,,1923-11-18,M,sen,AK,Republican,
Sununu,John,E.,,,1964-09-10,M,sen,NH,Republican,
Tauzin,William,J.,,,1943-06-14,M,rep,LA,Republican,3.0
Turner,James,,,,1946-02-06,M,rep,TX,Democrat,2.0
Warner,John,W.,,,1927-02-18,M,sen,VA,Republican,
Bayh,Evan,,,,1955-12-26,M,sen,IN,Democrat,
Beauprez,Bob,,,,1948-09-22,M,rep,CO,Republican,7.0
Bennett,Robert,F.,,,1933-09-18,M,sen,UT,Republican,
Bilirakis,Michael,,,,1930-07-16,M,rep,FL,Republican,9.0
Boehlert,Sherwood,L.,,,1936-09-28,M,rep,NY,Republican,24.0
Bond,Christopher,S.,,,1939-03-06,M,sen,MO,Republican,
Bonilla,Henry,,,,1954-01-02,M,rep,TX,Republican,23.0
Bradley,Jeb,E.,,,1952-10-20,M,rep,NH,Republican,1.0
Brownback,Samuel,D.,,,1956-09-12,M,sen,KS,Republican,
Bunning,Jim,,,,1931-10-23,M,sen,KY,Republican,
Chocola,Chris,,,,1962-02-24,M,rep,IN,Republican,2.0
Cox,C.,Christopher,,,1952-10-16,M,rep,CA,Republican,48.0
Cunningham,Randall,H.,,,1941-12-08,M,rep,CA,Republican,50.0
Davis,James,,,,1957-10-11,M,rep,FL,Democrat,11.0
DeLay,Thomas,Dale,,,1947-04-08,M,rep,TX,Republican,22.0
Dodd,Christopher,J.,,,1944-05-27,M,sen,CT,Democrat,
Dorgan,Byron,L.,,,1942-05-14,M,sen,ND,Democrat,
Evans,Lane,A.,,,1951-08-04,M,rep,IL,Democrat,17.0
Feingold,Russell,D.,,,1953-03-02,M,sen,WI,Democrat,
Foley,Mark,Adam,,,1954-09-08,M,rep,FL,Republican,16.0
Ford,Harold,E.,Jr.,,1970-05-11,M,rep,TN,Democrat,9.0
Gibbons,James,A.,,,1944-12-16,M,rep,NV,Republican,2.0
Green,Mark,A.,,,1960-06-01,M,rep,WI,Republican,8.0
Gregg,Judd,A.,,,1947-02-14,M,sen,NH,Republican,
Gutknecht,Gilbert,W.,,,1951-03-20,M,rep,MN,Republican,1.0
Harris,Katherine,,,,1957-04-05,F,rep,FL,Republican,13.0
Hart,Melissa,A.,,,1962-04-04,F,rep,PA,Republican,4.0
Hayworth,John,D.,Jr.,,1958-07-12,M,rep,AZ,Republican,5.0
Hefley,Joel,,,,1935-04-18,M,rep,CO,Republican,5.0
Hostettler,John,Nathan,,,1961-06-19,M,rep,IN,Republican,8.0
Hyde,Henry,John,,,1924-04-18,M,rep,IL,Republican,6.0
Istook,Ernest,J.,Jr.,,1950-02-11,M,rep,OK,Republican,5.0
Jenkins,William,Lewis,,,1936-11-29,M,rep,TN,Republican,1.0
Johnson,Nancy,Lee,,,1935-01-05,F,rep,CT,Republican,5.0
Kelly,Sue,W.,,,1936-09-26,F,rep,NY,Republican,19.0
Kennedy,Mark,R.,,,1957-04-11,M,rep,MN,Republican,6.0
Kolbe,James,T.,,,1942-06-28,M,rep,AZ,Republican,8.0
Leach,James,A.,,,1942-10-15,M,rep,IA,Republican,2.0
Lincoln,Blanche,Lambert,,,1960-09-30,F,sen,AR,Democrat,
Martinez,Mel,,,,1946-10-23,M,sen,FL,Republican,
McKinney,Cynthia,,,,1955-03-17,F,rep,GA,Democrat,4.0
Ney,Robert,William,,,1954-07-05,M,rep,OH,Republican,18.0
Northup,Anne,Meagher,,,1948-01-22,F,rep,KY,Republican,3.0
Nussle,James,Allen,,,1960-06-27,M,rep,IA,Republican,1.0
Osborne,Thomas,William,,,1937-02-23,M,rep,NE,Republican,3.0
Otter,C.L.,,,,1942-05-03,M,rep,ID,Republican,1.0
Owens,Major,R.,,,1936-06-28,M,rep,NY,Democrat,11.0
Oxley,Michael,G.,,,1944-02-11,M,rep,OH,Republican,4.0
Pombo,Richard,W.,,,1961-01-08,M,rep,CA,Republican,11.0
Ryun,Jim,R.,,,1947-04-29,M,rep,KS,Republican,2.0
Sabo,Martin,Olav,,,1938-02-28,M,rep,MN,Democrat,5.0
Salazar,Ken,,,,1955-03-02,M,sen,CO,Democrat,
Schwarz,John,J.H.,,,1937-11-15,M,rep,MI,Republican,7.0
Shaw,E.,Clay,Jr.,,1939-04-19,M,rep,FL,Republican,22.0
Sherwood,Donald,L.,,,1941-03-05,M,rep,PA,Republican,10.0
Simmons,Robert,Ruhl,,,1943-02-11,M,rep,CT,Republican,2.0
Sodrel,Michael,E.,,,1945-12-17,M,rep,IN,Republican,9.0
Specter,Arlen,,,,1930-02-12,M,sen,PA,Democrat,
Strickland,Ted,,,,1941-08-04,M,rep,OH,Democrat,6.0
Sweeney,John,E.,,,1955-08-09,M,rep,NY,Republican,20.0
Taylor,Charles,H.,,,1941-01-23,M,rep,NC,Republican,11.0
Thomas,William,M.,,,1941-12-06,M,rep,CA,Republican,22.0
Voinovich,George,V.,,,1936-07-15,M,sen,OH,Republican,
Weldon,W.,Curtis,,,1947-07-22,M,rep,PA,Republican,7.0
Sekula-Gibbs,Shelley,,,,1953-06-22,F,rep,TX,Republican,22.0
Allen,Thomas,H.,,,1945-04-16,M,rep,ME,Democrat,1.0
Baker,Richard,Hugh,,,1948-05-22,M,rep,LA,Republican,6.0
Boyda,Nancy,E.,,,1955-08-02,F,rep,KS,Democrat,2.0
Cannon,Christopher,B.,,,1950-10-20,M,rep,UT,Republican,3.0
Carson,Julia,M.,,,1938-07-08,F,rep,IN,Democrat,7.0
Clinton,Hillary,Rodham,,,1947-10-26,F,sen,NY,Democrat,
Cramer,Robert,E.,Jr.,,1947-08-22,M,rep,AL,Democrat,5.0
Cubin,Barbara,L.,,,1946-11-30,F,rep,WY,Republican,0.0
Davis,David,,,,1959-11-06,M,rep,TN,Republican,1.0
Davis,Jo Ann,S.,,,1950-06-29,F,rep,VA,Republican,1.0
Davis,Thomas,M.,III,,1949-01-05,M,rep,VA,Republican,11.0
Doolittle,John,T.,,,1950-10-30,M,rep,CA,Republican,4.0
Drake,Thelma,D.,,,1949-11-20,F,rep,VA,Republican,2.0
Emanuel,Rahm,,,,1959-11-29,M,rep,IL,Democrat,5.0
English,Philip,,,,1956-06-20,M,rep,PA,Republican,3.0
Ensign,John,Eric,,,1958-03-25,M,sen,NV,Republican,
Everett,Terry,,,,1937-02-15,M,rep,AL,Republican,2.0
Feeney,Tom,C.,,,1958-05-21,M,rep,FL,Republican,24.0
Ferguson,Michael,,,,1970-06-22,M,rep,NJ,Republican,7.0
Fortuño,Luis,G.,,,1960-10-31,M,rep,PR,Republican,0.0
Fossella,Vito,J.,Jr.,,1965-03-09,M,rep,NY,Republican,13.0
Gilchrest,Wayne,T.,,,1946-04-15,M,rep,MD,Republican,1.0
Gillmor,Paul,E.,,,1939-02-01,M,rep,OH,Republican,5.0
Goode,Virgil,H.,Jr.,,1946-10-17,M,rep,VA,Republican,5.0
Hastert,J.,Dennis,,,1942-01-02,M,rep,IL,Republican,14.0
Hayes,Robin,C.,,,1945-08-14,M,rep,NC,Republican,8.0
Hobson,David,Lee,,,1936-10-17,M,rep,OH,Republican,7.0
Hooley,Darlene,,,,1939-04-04,F,rep,OR,Democrat,5.0
Hulshof,Kenny,C.,,,1958-05-22,M,rep,MO,Republican,9.0
Hunter,Duncan,L.,,,1948-05-31,M,rep,CA,Republican,52.0
Jefferson,William,J.,,,1947-03-14,M,rep,LA,Democrat,2.0
Jindal,Bobby,,,,1971-06-10,M,rep,LA,Republican,1.0
Jones,Stephanie,Tubbs,,,1949-09-10,F,rep,OH,Democrat,11.0
Keller,Ric,,,,1964-09-05,M,rep,FL,Republican,8.0
Kennedy,Edward,M.,,,1932-02-22,M,sen,MA,Democrat,
Knollenberg,Joseph,K.,,,1933-11-28,M,rep,MI,Republican,9.0
Kuhl,John,R.,Jr.,,1943-04-19,M,rep,NY,Republican,29.0
LaHood,Ray,H.,,,1945-12-06,M,rep,IL,Republican,18.0
Lampson,Nicholas,V.,,,1945-02-14,M,rep,TX,Democrat,22.0
Lantos,Tom,,,,1928-02-01,M,rep,CA,Democrat,12.0
Lewis,Ron,,,,1946-09-14,M,rep,KY,Republican,2.0
Lott,Trent,,,,1941-10-09,M,sen,MS,Republican,
Mahoney,Tim,,,,1956-08-15,M,rep,FL,Democrat,16.0
McCrery,James,O.,III,,1949-09-18,M,rep,LA,Republican,4.0
McNulty,Michael,R.,,,1947-09-16,M,rep,NY,Democrat,21.0
Meehan,Martin,T.,,,1956-12-30,M,rep,MA,Democrat,5.0
Millender-McDonald,Juanita,,,,1938-09-07,F,rep,CA,Democrat,37.0
Musgrave,Marilyn,N.,,,1949-01-27,F,rep,CO,Republican,4.0
Norwood,Charles,W.,Jr.,,1941-07-27,M,rep,GA,Republican,10.0
Peterson,John,E.,,,1938-12-25,M,rep,PA,Republican,5.0
Pickering,Charles,W.,Jr.,,1963-08-10,M,rep,MS,Republican,3.0
Porter,Jon,Christopher,Sr.,,1955-05-16,M,rep,NV,Republican,3.0
Pryce,Deborah,D.,,,1951-07-29,F,rep,OH,Republican,15.0
Ramstad,James,M.,,,1946-05-06,M,rep,MN,Republican,3.0
Regula,Ralph,,,,1924-12-03,M,rep,OH,Republican,16.0
Renzi,Rick,,,,1958-06-11,M,rep,AZ,Republican,1.0
Reynolds,Thomas,M.,,,1950-09-03,M,rep,NY,Republican,26.0
Sali,Bill,,,,1954-02-17,M,rep,ID,Republican,1.0
Saxton,H.,James,,,1943-01-22,M,rep,NJ,Republican,3.0
Shays,Christopher,H.,,,1945-10-18,M,rep,CT,Republican,4.0
Tancredo,Thomas,G.,,,1945-12-20,M,rep,CO,Republican,6.0
Thomas,Craig,,,,1933-02-17,M,sen,WY,Republican,
Walsh,James,T.,,,1947-06-19,M,rep,NY,Republican,25.0
Weldon,David,J.,Jr.,,1953-08-31,M,rep,FL,Republican,15.0
Weller,Gerald,C.,,,1957-07-07,M,rep,IL,Republican,11.0
Wilson,Heather,A.,,,1960-12-30,F,rep,NM,Republican,1.0
Wynn,Albert,Russell,,,1951-09-10,M,rep,MD,Democrat,4.0
Cazayoux,Donald,J.,Jr.,,1964-01-17,M,rep,LA,Democrat,6.0
Abercrombie,Neil,,,,1938-06-26,M,rep,HI,Democrat,1.0
Adler,John,H.,,,1959-08-23,M,rep,NJ,Democrat,3.0
Arcuri,Michael,A.,,,1959-06-11,M,rep,NY,Democrat,24.0
Baird,Brian,N.,,,1956-03-07,M,rep,WA,Democrat,3.0
Barrett,James,Gresham,,,1961-02-14,M,rep,SC,Republican,3.0
Bean,Melissa,L.,,,1962-01-22,F,rep,IL,Democrat,8.0
Berry,Robert,Marion,,,1942-08-27,M,rep,AR,Democrat,1.0
Biden,Joseph,R.,Jr.,,1942-11-20,M,sen,DE,Democrat,
Boccieri,John,A.,,,1969-10-05,M,rep,OH,Democrat,16.0
Boucher,Frederick,C.,,,1946-08-01,M,rep,VA,Democrat,9.0
Boyd,Allen,,Jr.,,1945-06-06,M,rep,FL,Democrat,2.0
Bright,Bobby,,,,1952-07-21,M,rep,AL,Democrat,2.0
Brown,Henry,E.,Jr.,,1935-12-20,M,rep,SC,Republican,1.0
Brown-Waite,Virginia,,,,1943-10-05,F,rep,FL,Republican,5.0
Buyer,Stephen,E.,,,1958-11-26,M,rep,IN,Republican,4.0
Cao,Anh,,,,1967-03-13,M,rep,LA,Republican,2.0
Carney,Christopher,P.,,,1959-03-02,M,rep,PA,Democrat,10.0
Castle,Michael,N.,,,1939-07-02,M,rep,DE,Republican,0.0
Childers,Travis,W.,,,1958-03-29,M,rep,MS,Democrat,1.0
Dahlkemper,Kathleen,A.,,,1957-12-10,F,rep,PA,Democrat,3.0
Davis,Artur,,,,1967-10-09,M,rep,AL,Democrat,7.0
Davis,Lincoln,,,,1943-09-13,M,rep,TN,Democrat,4.0
Deal,Nathan,,,,1942-08-25,M,rep,GA,Republican,9.0
Delahunt,William,D.,,,1941-07-18,M,rep,MA,Democrat,10.0
Diaz-Balart,Lincoln,,,,1954-08-13,M,rep,FL,Republican,21.0
Driehaus,Steve,,,,1966-06-24,M,rep,OH,Democrat,1.0
Edwards,Thomas,,,,1951-11-24,M,rep,TX,Democrat,17.0
Ehlers,Vernon,J.,,,1934-02-06,M,rep,MI,Republican,3.0
Ellsworth,Brad,,,,1958-09-11,M,rep,IN,Democrat,8.0
Etheridge,Bob,R.,,,1941-08-07,M,rep,NC,Democrat,2.0
Fallin,Mary,,,,1954-12-09,F,rep,OK,Republican,5.0
Gordon,Barton,Jennings,,,1949-01-24,M,rep,TN,Democrat,6.0
Griffith,Parker,,,,1942-08-06,M,rep,AL,Republican,5.0
Hall,John,J.,,,1948-07-23,M,rep,NY,Democrat,19.0
Halvorson,Deborah,L.,,,1958-03-01,F,rep,IL,Democrat,11.0
Hare,Phil,,,,1949-02-21,M,rep,IL,Democrat,17.0
Herseth Sandlin,Stephanie,,,,1970-12-03,F,rep,SD,Democrat,0.0
Hill,Baron,P.,,,1953-06-23,M,rep,IN,Democrat,9.0
Hodes,Paul,W.,,,1951-03-21,M,rep,NH,Democrat,2.0
Hoekstra,Peter,,,,1953-10-30,M,rep,MI,Republican,2.0
Inglis,Bob,,,,1959-10-11,M,rep,SC,Republican,4.0
Kagen,Steve,,,,1949-12-12,M,rep,WI,Democrat,8.0
Kanjorski,Paul,E.,,,1937-04-02,M,rep,PA,Democrat,11.0
Kennedy,Patrick,Joseph,,,1967-07-14,M,rep,RI,Democrat,1.0
Kilpatrick,Carolyn,Cheeks,,,1945-06-25,F,rep,MI,Democrat,13.0
Kilroy,Mary Jo,,,,1949-04-30,F,rep,OH,Democrat,15.0
Klein,Ron,,,,1957-07-10,M,rep,FL,Democrat,22.0
Kosmas,Suzanne,M.,,,1944-02-25,F,rep,FL,Democrat,24.0
Kratovil,Frank,,Jr.,,1968-05-29,M,rep,MD,Democrat,1.0
Linder,John,,,,1942-09-09,M,rep,GA,Republican,7.0
Markey,Betsy,,,,1956-04-27,F,rep,CO,Democrat,4.0
Marshall,James,,,,1948-03-31,M,rep,GA,Democrat,8.0
Massa,Eric,J. J.,,,1959-09-16,M,rep,NY,Democrat,29.0
McHugh,John,M.,,,1948-09-29,M,rep,NY,Republican,23.0
McMahon,Michael,E.,,,1957-09-12,M,rep,NY,Democrat,13.0
Meek,Kendrick,Brett,,,1966-09-06,M,rep,FL,Democrat,17.0
Melancon,Charles,J.,,,1947-10-03,M,rep,LA,Democrat,3.0
Minnick,Walter,,,,1942-09-20,M,rep,ID,Democrat,1.0
Mitchell,Harry,E.,,,1940-07-18,M,rep,AZ,Democrat,5.0
Mollohan,Alan,B.,,,1943-05-14,M,rep,WV,Democrat,1.0
Moore,Dennis,,,,1945-11-08,M,rep,KS,Democrat,3.0
Murphy,Patrick,J.,,,1973-10-19,M,rep,PA,Democrat,8.0
Murtha,John,P.,,,1932-06-17,M,rep,PA,Democrat,12.0
Nye,Glenn,C.,,,1974-09-09,M,rep,VA,Democrat,2.0
Oberstar,James,L.,,,1934-09-10,M,rep,MN,Democrat,8.0
Obey,David,Ross,,,1938-10-03,M,rep,WI,Democrat,7.0
Ortiz,Solomon,P.,,,1937-06-03,M,rep,TX,Democrat,27.0
Perriello,Thomas,S. P.,,,1974-10-09,M,rep,VA,Democrat,5.0
Pomeroy,Earl,Ralph,,,1952-09-02,M,rep,ND,Democrat,0.0
Putnam,Adam,H.,,,1974-07-31,M,rep,FL,Republican,12.0
Radanovich,George,P.,,,1955-06-20,M,rep,CA,Republican,19.0
Rodriguez,Ciro,D.,,,1946-12-09,M,rep,TX,Democrat,23.0
Salazar,John,Tony,,,1953-07-21,M,rep,CO,Democrat,3.0
Schauer,Mark,H.,,,1961-10-02,M,rep,MI,Democrat,7.0
Sestak,Joe,,,,1951-12-12,M,rep,PA,Democrat,7.0
Shadegg,John,B.,,,1949-10-22,M,rep,AZ,Republican,3.0
Skelton,Ike,,,,1931-12-20,M,rep,MO,Democrat,4.0
Snyder,Victor,F.,,,1947-09-27,M,rep,AR,Democrat,2.0
Solis,Hilda,L.,,,1957-10-20,F,rep,CA,Democrat,32.0
Souder,Mark,Edward,,,1950-07-18,M,rep,IN,Republican,3.0
Space,Zachary,T.,,,1961-01-27,M,rep,OH,Democrat,18.0
