,transaction_date,ticker,asset_description,type,amount,name,disclosure_date,chamber,first_name,last_name,party,birthday,gender,represents
207,2022-01-06,CARR,Carrier Global Corporation,sale_full,15000,Susan M Collins,2022-02-17,senate,Susan,Collins,Republican,1952-12-07,F,ME
208,2022-01-06,MMM,3M Company,sale_full,50000,Susan M Collins,2022-02-17,senate,Susan,Collins,Republican,1952-12-07,F,ME
209,2022-01-21,HSY,The Hershey Company,purchase,50000,Susan M Collins,2022-02-17,senate,Susan,Collins,Republican,1952-12-07,F,ME
210,2022-01-06,NVDA,NVIDIA Corporation -,purchase,50000,Susan M Collins,2022-02-17,senate,Susan,Collins,Republican,1952-12-07,F,ME
211,2022-01-06,LIN,Linde plc Ordinary Share,purchase,50000,Susan M Collins,2022-02-17,senate,Susan,Collins,Republican,1952-12-07,F,ME
212,2022-01-06,AMZN,"Amazon.com, Inc. -",purchase,50000,Susan M Collins,2022-02-17,senate,Susan,Collins,Republican,1952-12-07,F,ME
213,2022-01-05,INTC,"Intel Corporation - <div class=""text-muted"">Option Type: Short Sale <br><em>Strike price:</em> $52.50 <br> <em>Expires:</em> 09/16/2022 </div>",sale_full,15000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
214,2022-01-24,GOLD,Barrick Gold Corporation (BC),purchase,100000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
215,2022-01-14,BABA,"Alibaba Group Holding Limited American Depositary <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $245.00 <br> <em>Expires:</em> 01/21/2022 </div>",purchase,50000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
216,2022-01-14,QCOM,"QUALCOMM Incorporated - <div class=""text-muted"">Option Type: Short Sale <br><em>Strike price:</em> $170.00 <br> <em>Expires:</em> 07/15/2022 </div>",sale_full,50000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
217,2022-01-14,BABA,"Alibaba Group Holding Limited American Depositary <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $230.00 <br> <em>Expires:</em> 09/16/2022 </div>",purchase,50000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
218,2022-01-14,BABA,"Alibaba Group Holding Limited American Depositary <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $230.00 <br> <em>Expires:</em> 09/16/2022 </div>",purchase,100000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
219,2022-01-14,QCOM,"QUALCOMM Incorporated - <div class=""text-muted"">Option Type: Short Sale <br><em>Strike price:</em> $165.00 <br> <em>Expires:</em> 01/20/2023 </div>",sale_full,50000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
220,2022-01-14,CLF,"Cleveland-Cliffs Inc. <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $23.00 <br> <em>Expires:</em> 07/15/2022 </div>",sale_full,15000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
221,2022-01-14,CLF,"Cleveland-Cliffs Inc. <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $23.00 <br> <em>Expires:</em> 01/21/2022 </div>",purchase,15000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
222,2022-01-13,X,"United States Steel Corporation <div class=""text-muted"">Option Type: Short Sale <br><em>Strike price:</em> $25.00 <br> <em>Expires:</em> 06/17/2022 </div>",sale_full,50000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
223,2022-01-12,INTC,"Intel Corporation - <div class=""text-muted"">Option Type: Short Sale <br><em>Strike price:</em> $55.00 <br> <em>Expires:</em> 01/20/2023 </div>",purchase,50000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
224,2022-01-12,WBA,"Walgreens Boots Alliance, Inc. -",purchase,15000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
225,2022-01-12,VZ,Verizon Communications Inc.,purchase,15000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
226,2022-01-12,MMM,3M Company,purchase,15000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
227,2022-01-12,PFE,"Pfizer, Inc.",purchase,15000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
228,2022-01-12,IBM,International Business Machines Corporat,purchase,15000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
229,2022-01-12,INTC,Intel Corporation -,purchase,15000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
230,2022-01-12,KO,Coca-Cola Company (The),purchase,15000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
231,2022-01-12,CSCO,"Cisco Systems, Inc. -",purchase,15000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
232,2022-01-12,CVX,Chevron Corporation,purchase,15000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
233,2022-01-12,DOW,Dow Inc.,purchase,15000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
234,2022-01-12,AMGN,Amgen Inc. -,purchase,15000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
235,2022-01-05,INTC,"Intel Corporation - <div class=""text-muted"">Option Type: Short Sale <br><em>Strike price:</em> $52.50 <br> <em>Expires:</em> 09/16/2022 </div>",sale_full,15000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
236,2022-01-04,CLF,"Cleveland-Cliffs Inc. <div class=""text-muted"">Option Type: Short Sale <br><em>Strike price:</em> $22.00 <br> <em>Expires:</em> 07/15/2022 </div>",sale_full,15000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
237,2022-01-03,SSYS,"Stratasys, Ltd. - <div class=""text-muted"">Option Type: Short Sale <br><em>Strike price:</em> $25.00 <br> <em>Expires:</em> 06/17/2022 </div>",sale_full,15000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
238,2022-01-03,SSYS,"Stratasys, Ltd. - <div class=""text-muted"">Option Type: Short Sale <br><em>Strike price:</em> $25.00 <br> <em>Expires:</em> 06/17/2022 </div>",sale_full,15000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
239,2022-01-03,SSYS,"Stratasys, Ltd. - <div class=""text-muted"">Option Type: Short Sale <br><em>Strike price:</em> $25.00 <br> <em>Expires:</em> 06/17/2022 </div>",sale_full,15000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
240,2022-01-03,SSYS,"Stratasys, Ltd. - <div class=""text-muted"">Option Type: Short Sale <br><em>Strike price:</em> $25.00 <br> <em>Expires:</em> 06/17/2022 </div>",sale_full,15000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
242,2022-01-21,DUK,Duke Energy Corporation (Holding Company) Common S,sale_full,50000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
247,2022-01-21,MDT,Medtronic plc. Ordinary Shares,sale_full,50000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
248,2022-01-21,ABBV,AbbVie Inc.,sale_full,15000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
249,2022-01-21,ABC,AmerisourceBergen Corporation,sale_full,50000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
250,2022-01-21,CTAS,Cintas Corporation -,sale_full,50000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
251,2022-01-21,LMT,Lockheed Martin Corporation,sale_full,50000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
252,2022-01-21,PEP,"PepsiCo, Inc. -",sale_full,15000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
253,2022-01-21,PM,Philip Morris International Inc,sale_full,50000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
254,2022-01-21,PONCX,Pimco Income Fund Class C,sale_full,50000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
255,2022-01-21,PG,Procter Gamble Company (The),sale_full,50000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
256,2022-01-21,TSN,"Tyson Foods, Inc.",sale_full,50000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
257,2022-01-21,XEL,Xcel Energy Inc. -,sale_full,50000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
258,2022-01-13,ABQCX,Ab Bond Fund Inc. - Ab Total Return Bond Portfo,sale_full,50000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
259,2022-01-13,FUN,"Cedar Fair, L.P.",sale_full,50000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
260,2022-01-13,CRWD,"CrowdStrike Holdings, Inc. - Class A",sale_full,50000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
261,2022-01-13,FGSCX,Federated Mdt Mid Cap Growth Fund - C Shares,sale_full,50000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
262,2022-01-13,GILD,"Gilead Sciences, Inc. -",sale_full,15000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
263,2022-01-13,CLOU,Global X Cloud Computing,sale_full,50000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
264,2022-01-13,NWL,Newell Brands Inc. -,sale_full,50000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
265,2022-01-13,PEGA,Pegasystems Inc. -,sale_full,50000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
266,2022-01-13,VTRS,Viatris Inc. -,sale_full,15000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
267,2022-01-14,ACN,Accenture plc Class A Ordinary Shares (Ireland),sale_full,50000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
268,2022-01-14,ADBE,Adobe Inc. -,sale_full,50000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
269,2022-01-14,AWK,"American Water Works Company, Inc.",sale_full,50000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
270,2022-01-14,AAPL,Apple Inc. -,sale_full,50000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
271,2022-01-14,CTAS,Cintas Corporation -,sale_full,50000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
272,2022-01-14,LLY,Eli Lilly and Company,sale_full,50000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
273,2022-01-14,MA,Mastercard Incorporated,sale_full,15000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
274,2022-01-14,MSFT,Microsoft Corporation -,sale_full,50000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
275,2022-01-14,NEE,"NextEra Energy, Inc.",sale_full,50000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
276,2022-01-14,RTX,Raytheon Technologies Corporation,sale_full,15000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
277,2022-01-14,WMT,Walmart Inc.,sale_full,15000,Thomas H Tuberville,2022-02-14,senate,Thomas,Tuberville,Republican,1954-09-18,M,AL
278,2022-01-31,LUBFX,Lord Abbett Ultra Short Bond Fund - Class F,sale_partial,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
279,2022-01-31,GEMIX,Goldman Sachs Emerging Markets Equity Fund Insti,sale_full,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
280,2022-01-31,CEF,Sprott Physical Gold Silver Trust,sale_full,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
281,2022-01-31,XAR,SPDR S&amp;P Aerospace Defense,sale_full,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
282,2022-01-31,PTMC,Pacer Trendpilot US Mid Cap,sale_full,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
283,2022-01-31,FIMKX,Fidelity Advisor Emerging Markets Fund,sale_partial,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
284,2022-01-31,JHMM,John Hancock Multifactor Mid Cap,purchase,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
285,2022-01-31,WIW,Western Asset Inflation-Linked Opportunities Inc,purchase,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
286,2022-01-31,NVDA,NVIDIA Corporation -,purchase,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
287,2022-01-31,GNR,SPDR S&amp;P Global Natural Resources,purchase,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
288,2022-01-31,ITA,iShares U.S. Aerospace Defense,purchase,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
289,2022-01-31,MOO,Vaneck Agribusiness,purchase,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
290,2022-01-31,SI,Silvergate Capital Corporation Class A Common Stoc,purchase,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
291,2022-01-26,FIMKX,Fidelity Advisor Emerging Markets Fund,purchase,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
292,2022-01-26,JHMM,John Hancock Multifactor Mid Cap,purchase,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
293,2022-01-26,WIW,Western Asset Inflation-Linked Opportunities Inc,purchase,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
294,2022-01-26,KRE,S&amp;P Regional Banking SPDR,purchase,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
295,2022-01-26,SRVR,Pacer Benchmark Infrastructure Real Estate,purchase,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
296,2022-01-26,ITA,iShares U.S. Aerospace Defense,purchase,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
297,2022-01-26,MOO,Vaneck Agribusiness,purchase,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
298,2022-01-26,GEMIX,Goldman Sachs Emerging Markets Equity Fund Insti,sale_full,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
299,2022-01-26,XAR,SPDR S&amp;P Aerospace Defense,sale_full,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
300,2022-01-26,GLD,SPDR Gold Trust,sale_partial,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
301,2022-01-26,IVOO,Vanguard S&amp;P Mid-Cap 400,sale_partial,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
302,2022-01-26,CIBR,First Trust Nasdaq Cybersecurity,sale_partial,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
303,2022-01-26,KBA,KraneShares Bosera MSCI China A,sale_full,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
304,2022-01-26,FDN,First Trust Dow Jones Internet,sale_partial,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
305,2022-01-26,GBIL,Goldman Sachs Access Treasury 0-1 Year,sale_partial,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
306,2022-01-18,C,"Citigroup, Inc.",sale_full,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
307,2022-01-18,IWN,iShares Russell 2000 Value,sale_partial,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
308,2022-01-18,TTE,TotalEnergies SE,sale_partial,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
309,2022-01-18,QCOM,QUALCOMM Incorporated -,sale_partial,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
310,2022-01-18,ARCC,Ares Capital Corporation - Closed End Fund,sale_partial,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
311,2022-01-18,LMT,Lockheed Martin Corporation,sale_full,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
312,2022-01-18,FXI,iShares China Large-Cap,sale_full,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
313,2022-01-18,CVS,CVS Health Corporation,sale_partial,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
314,2022-01-18,NVDA,NVIDIA Corporation -,sale_partial,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
315,2022-01-18,MET,"MetLife, Inc.",sale_partial,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
316,2022-01-18,AXS,Axis Capital Holdings Limited,sale_partial,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
317,2022-01-18,GLAD,Gladstone Capital Corporation -,sale_partial,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
318,2022-01-18,HASI,Hannon Armstrong Sustainable Infrastructure Capita,sale_partial,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
319,2022-01-18,ETN,"Eaton Corporation, PLC Ordinary Shares",sale_partial,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
320,2022-01-18,XAR,SPDR S&amp;P Aerospace Defense,sale_full,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
321,2022-01-18,ABBV,AbbVie Inc.,sale_partial,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
322,2022-01-18,RTX,Raytheon Technologies Corporation,sale_partial,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
323,2022-01-18,GBIL,Goldman Sachs Access Treasury 0-1 Year,sale_full,50000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
324,2022-01-18,IRM,Iron Mountain Incorporated (Delaware)Common Stock,sale_partial,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
325,2022-01-18,APO,"Apollo Global Management, Inc. Class A Common Stoc",sale_partial,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
326,2022-01-18,LHX,"L3Harris Technologies, Inc.",sale_partial,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
327,2022-01-18,FIMKX,Fidelity Advisor Emerging Markets Fund,sale_partial,50000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
328,2022-01-18,AAPL,Apple Inc. -,sale_partial,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
329,2022-01-18,CSCO,"Cisco Systems, Inc. -",sale_partial,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
330,2022-01-18,GLW,Corning Incorporated,sale_partial,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
331,2022-01-18,INTC,Intel Corporation -,sale_partial,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
332,2022-01-18,V,Visa Inc.,purchase,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
333,2022-01-18,VFH,Vanguard Financials,purchase,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
334,2022-01-18,WIW,Western Asset Inflation-Linked Opportunities Inc,purchase,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
335,2022-01-18,VZ,Verizon Communications Inc.,purchase,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
336,2022-01-18,DLR,"Digital Realty Trust, Inc.",purchase,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
337,2022-01-18,RIO,Rio Tinto Plc,purchase,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
338,2022-01-18,KBE,SPDR S&amp;P Bank,purchase,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
339,2022-01-18,AMT,American Tower Corporation (REIT),purchase,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
340,2022-01-18,SRVR,Pacer Benchmark Infrastructure Real Estate,purchase,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
341,2022-01-18,CEF,Sprott Physical Gold Silver Trust,purchase,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
342,2022-01-18,MOS,Mosaic Company (The),purchase,15000,Thomas R Carper,2022-02-03,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
