,last_name,first_name,middle_name,suffix,full_name,birthday,gender,type,state,party,district
11127,Johnston,Harry,A.,II,,1931-12-02,M,rep,FL,Democrat,19.0
11128,Kerrey,J.,Robert,,,1943-08-27,M,sen,NE,Democrat,
11129,Laughlin,Gregory,H.,,,1942-01-21,M,rep,TX,Republican,14.0
11130,Lightfoot,James,Ross,,,1938-09-27,M,rep,IA,Republican,3.0
11131,Longley,James,,,,1951-07-07,M,rep,ME,Republican,1.0
11132,Mack,Connie,,III,,1940-10-29,M,sen,FL,Republican,
11133,Martini,William,J.,,,1947-02-10,M,rep,NJ,Republican,8.0
11134,Meyers,Jan,,,,1928-07-20,F,rep,KS,Republican,3.0
11135,Mineta,Norman,Yoshio,,,1931-11-12,M,rep,CA,Democrat,15.0
11137,Moorhead,Carlos,John,,,1922-05-06,M,rep,CA,Republican,27.0
11138,Moynihan,Daniel,Patrick,,,1927-03-16,M,sen,NY,Democrat,
11139,Myers,John,Thomas,,,1927-02-08,M,rep,IN,Republican,7.0
11140,Orton,William,,,,1948-09-22,M,rep,UT,Democrat,3.0
11141,Payne,Lewis,Franklin,Jr.,,1945-07-09,M,rep,VA,Democrat,5.0
11142,Peterson,Douglas,Brian,,,1935-06-26,M,rep,FL,Democrat,2.0
11144,Reynolds,Mel,,,,1952-01-08,M,rep,IL,Democrat,2.0
11145,Robb,Charles,S.,,,1939-06-26,M,sen,VA,Democrat,
11146,Rose,Charles,Grandison,III,,1939-08-10,M,rep,NC,Democrat,7.0
11147,Roth,Toby,A.,,,1938-10-10,M,rep,WI,Republican,8.0
11149,Schroeder,Patricia,Scott,,,1940-07-30,F,rep,CO,Democrat,1.0
11150,Seastrand,Andrea,,,,1941-08-05,F,rep,CA,Republican,22.0
11151,Studds,Gerry,Eastman,,,1937-05-12,M,rep,MA,Democrat,10.0
11152,Tate,Randy,J.,,,1965-11-23,M,rep,WA,Republican,9.0
11153,Thornton,Raymond,Hoyt,Jr.,,1928-07-16,M,rep,AR,Democrat,2.0
11154,Torkildsen,Peter,Gerard,,,1958-01-28,M,rep,MA,Republican,6.0
11155,Tucker,Walter,R.,III,,1957-05-28,M,rep,CA,Democrat,37.0
11156,Volkmer,Harold,Lee,,,1931-04-04,M,rep,MO,Democrat,9.0
11158,Greene Waldholtz,Enid,,,Enid Greene Waldholtz,1958-06-05,F,rep,UT,Republican,2.0
11159,Walker,Robert,Smith,,,1942-12-23,M,rep,PA,Republican,16.0
11160,Ward,Michael,Delavan,,,1951-01-07,M,rep,KY,Democrat,3.0
11161,Williams,John,Patrick,,,1937-10-30,M,rep,MT,Democrat,1.0
11162,Wilson,Charles,,,,1933-06-01,M,rep,TX,Democrat,2.0
11163,Zeliff,William,H.,Jr.,,1936-06-12,M,rep,NH,Republican,1.0
11164,Zimmer,Richard,,,,1944-08-16,M,rep,NJ,Republican,12.0
11165,de la Garza,Eligio,II,,,1927-09-22,M,rep,TX,Democrat,15.0
11166,Frahm,Sheila,,,,1945-03-22,F,sen,KS,Republican,
11167,Baesler,Henry,Scott,,,1941-07-09,M,rep,KY,Democrat,6.0
11168,Bono,Sonny,,,,1935-02-16,M,rep,CA,Republican,44.0
11169,Capps,Walter,Holden,,,1934-05-05,M,rep,CA,Democrat,22.0
11170,Christensen,Jon,Lynn,,,1963-02-20,M,rep,NE,Republican,2.0
11171,Cleland,J.,Maxwell,,,1942-08-24,M,sen,GA,Democrat,
11172,Dellums,Ronald,Vernie,,,1935-11-24,M,rep,CA,Democrat,9.0
11173,Fawell,Harris,W.,,,1929-03-25,M,rep,IL,Republican,13.0
11174,Fazio,Victor,Herbert,Jr.,,1942-10-11,M,rep,CA,Democrat,3.0
11175,Flake,Floyd,Harold,,,1945-01-30,M,rep,NY,Democrat,6.0
11176,Foglietta,Thomas,Michael,,,1928-12-03,M,rep,PA,Democrat,1.0
11177,Fox,Jon,D.,,,1947-04-22,M,rep,PA,Republican,13.0
11178,Furse,Elizabeth,,,,1936-10-13,F,rep,OR,Democrat,1.0
11179,Gingrich,Newton,Leroy,,,1943-06-17,M,rep,GA,Republican,6.0
11181,Gramm,Phil,,,,1942-07-08,M,sen,TX,Republican,
11182,Hamilton,Lee,Herbert,,,1931-04-20,M,rep,IN,Democrat,9.0
11183,Hefner,Willie,Gathrel,,,1930-04-11,M,rep,NC,Democrat,8.0
11185,Hutchinson,Tim,,,,1949-08-11,M,sen,AR,Republican,
11186,Johnson,Jay,W.,,,1943-09-30,M,rep,WI,Democrat,8.0
11187,Kennedy,Joseph,Patrick,II,,1952-09-24,M,rep,MA,Democrat,8.0
11188,Kennelly,Barbara,Bailey,,,1936-07-10,F,rep,CT,Democrat,1.0
11189,Kim,Jay,,,,1939-03-27,M,rep,CA,Republican,41.0
11190,Klug,Scott,L.,,,1953-01-16,M,rep,WI,Republican,2.0
11191,Manton,Thomas,J.,,,1932-11-03,M,rep,NY,Democrat,7.0
11192,McDade,Joseph,Michael,,,1931-09-29,M,rep,PA,Republican,10.0
11193,McHale,Paul,F.,Jr.,,1950-07-26,M,rep,PA,Democrat,15.0
11194,Molinari,Susan,,,,1958-03-27,F,rep,NY,Republican,13.0
11195,Neumann,Mark,W.,,,1954-02-27,M,rep,WI,Republican,1.0
11196,Pappas,Michael,James,,,1960-12-29,M,rep,NJ,Republican,12.0
11197,Parker,Michael,,,,1949-10-31,M,rep,MS,Republican,4.0
11198,Paxon,L.,William,,,1954-04-29,M,rep,NY,Republican,27.0
11199,Poshard,Glenn,,,,1945-10-30,M,rep,IL,Democrat,19.0
11200,Redmond,William,Thomas,,,1955-01-28,M,rep,NM,Republican,3.0
11201,Richardson,William,Blaine,,,1947-11-15,M,rep,NM,Democrat,3.0
11202,Riggs,Frank,D.,,,1950-09-05,M,rep,CA,Republican,1.0
11203,Romero-Barceló,Carlos,,,,1932-09-04,M,rep,PR,Democrat,0.0
11204,Schaefer,Daniel,,,,1936-01-25,M,rep,CO,Republican,6.0
11205,Schiff,Steven,Harvey,,,1947-03-18,M,rep,NM,Republican,1.0
11206,Skaggs,David,Evans,,,1943-02-22,M,rep,CO,Democrat,2.0
11207,Smith,Robert,,,,1941-03-30,M,sen,NH,Republican,
11208,Smith,Linda,,,,1950-07-16,F,rep,WA,Republican,3.0
11209,Smith,Robert,Freeman,,,1931-06-16,M,rep,OR,Republican,2.0
11210,Snowbarger,Vincent,K.,,,1949-09-16,M,rep,KS,Republican,3.0
11211,Solomon,Gerald,Brooks Hunt,,,1930-08-14,M,rep,NY,Republican,22.0
11212,Stokes,Louis,,,,1925-02-23,M,rep,OH,Democrat,11.0
11213,Tejeda,Frank,Mariano,,,1945-10-02,M,rep,TX,Democrat,28.0
11214,Thompson,Fred,,,,1942-08-19,M,sen,TN,Republican,
11216,Torres,Esteban,Edward,,,1930-01-27,M,rep,CA,Democrat,34.0
11217,Torricelli,Robert,,,,1951-08-27,M,sen,NJ,Democrat,
11218,Wellstone,Paul,David,,,1944-07-21,M,sen,MN,Democrat,
11219,White,Richard,Alan,,,1953-11-06,M,rep,WA,Republican,1.0
11221,Archer,Bill,,,,1928-03-22,M,rep,TX,Republican,7.0
11222,Barrett,Bill,,,,1929-02-09,M,rep,NE,Republican,3.0
11223,Bateman,Herbert,H.,,,1928-08-07,M,rep,VA,Republican,1.0
11224,Bliley,Tom,,,,1932-01-28,M,rep,VA,Republican,7.0
11225,Breaux,John,B.,,,1944-03-01,M,sen,LA,Democrat,
11227,Campbell,Ben,Nighthorse,,,1933-04-13,M,sen,CO,Republican,
11228,Campbell,Tom,,,,1952-08-14,M,rep,CA,Republican,15.0
11229,Canady,Charles,T.,,,1954-06-22,M,rep,FL,Republican,12.0
11230,Chenoweth-Hage,Helen,,,,1938-01-27,F,rep,ID,Republican,1.0
11231,Clay,William,Lacy,Sr.,,1931-04-30,M,rep,MO,Democrat,1.0
11232,Cook,Merrill,,,,1946-05-06,M,rep,UT,Republican,2.0
11233,Coverdell,Paul,D.,,,1939-01-20,M,sen,GA,Republican,
11234,Danner,Pat,,,,1934-01-13,F,rep,MO,Democrat,6.0
11235,Daschle,Thomas,A.,,,1947-12-09,M,sen,SD,Democrat,
11236,Dickey,Jay,,,,1939-12-14,M,rep,AR,Republican,4.0
11237,Dixon,Julian,C.,,,1934-08-08,M,rep,CA,Democrat,32.0
11238,Edwards,John,Reid,,,1953-06-10,M,sen,NC,Democrat,
11239,Ewing,Thomas,W.,,,1935-09-19,M,rep,IL,Republican,15.0
11240,Fitzgerald,Peter,G.,,,1960-10-20,M,sen,IL,Republican,
11241,Forbes,Michael,P.,,,1952-07-16,M,rep,NY,Democrat,1.0
11242,Fowler,Tillie,K.,,,1942-12-23,F,rep,FL,Republican,4.0
11243,Franks,Bob,,,,1951-09-21,M,rep,NJ,Republican,7.0
11244,Gejdenson,Sam,,,,1948-05-20,M,rep,CT,Democrat,2.0
11245,Goodling,William,F.,,,1927-12-05,M,rep,PA,Republican,19.0
11246,Graham,Bob,,,,1936-11-09,M,sen,FL,Democrat,
11247,Hill,Rick,,,,1946-12-30,M,rep,MT,Republican,0.0
11249,Kasich,John,R.,,,1952-05-13,M,rep,OH,Republican,12.0
11250,Klink,Ron,,,,1951-09-23,M,rep,PA,Democrat,4.0
11251,Kuykendall,Steven,T.,,,1947-01-27,M,rep,CA,Republican,36.0
11252,Lazio,Rick,A.,,,1958-03-13,M,rep,NY,Republican,2.0
11253,Livingston,Robert,Linligthgow,Jr.,,1943-04-30,M,rep,LA,Republican,1.0
11254,Martínez,Matthew,G.,,,1929-02-14,M,rep,CA,Republican,31.0
11255,McCollum,Bill,,,,1944-07-12,M,rep,FL,Republican,8.0
11256,McIntosh,David,M.,,,1958-06-08,M,rep,IN,Republican,2.0
11257,Metcalf,Jack,,,,1927-11-30,M,rep,WA,Republican,2.0
11258,Minge,David,,,,1942-03-19,M,rep,MN,Democrat,2.0
11259,Murkowski,Frank,H.,,,1933-03-28,M,sen,AK,Republican,
11260,Nickles,Don,,,,1948-12-06,M,sen,OK,Republican,
11261,Packard,Ron,,,,1931-01-19,M,rep,CA,Republican,48.0
11262,Pease,Edward,A.,,,1951-05-22,M,rep,IN,Republican,7.0
11263,Pickett,Owen,B.,,,1930-08-31,M,rep,VA,Democrat,2.0
11264,Porter,John,Edward,,,1935-06-01,M,rep,IL,Republican,10.0
11265,Rogan,James,E.,,,1957-08-21,M,rep,CA,Republican,27.0
11266,Vento,Bruce,F.,,,1940-10-07,M,rep,MN,Democrat,4.0
11267,Weygand,Robert,A.,,,1948-05-10,M,rep,RI,Democrat,2.0
11268,Wise,Robert,E.,Jr.,,1948-01-06,M,rep,WV,Democrat,2.0
11269,Miller,Zell,Bryan,,,1932-02-24,M,sen,GA,Democrat,
11270,Allen,George,Felix,,,1952-03-08,M,sen,VA,Republican,
11271,Armey,Richard,K.,,,1940-07-07,M,rep,TX,Republican,26.0
11272,Baldacci,John,,,,1955-01-30,M,rep,ME,Democrat,2.0
11273,Barcia,James,A.,,,1952-02-25,M,rep,MI,Democrat,5.0
11274,Barr,Bob,,,,1948-11-05,M,rep,GA,Republican,7.0
11275,Barrett,Thomas,M.,,,1953-12-08,M,rep,WI,Democrat,5.0
11276,Bentsen,Ken,,,,1959-06-03,M,rep,TX,Democrat,25.0
11277,Blagojevich,Rod,,,,1956-12-10,M,rep,IL,Democrat,5.0
11278,Bonior,David,E.,,,1945-06-06,M,rep,MI,Democrat,10.0
11279,Borski,Robert,A.,,,1948-10-20,M,rep,PA,Democrat,3.0
11280,Bryant,Ed,,,,1948-09-07,M,rep,TN,Republican,7.0
11281,Burns,Conrad,,,,1935-01-25,M,sen,MT,Republican,
11282,Callahan,H.,L.,,,1932-09-11,M,rep,AL,Republican,1.0
11283,Carnahan,Jean,,,,1933-12-20,F,sen,MO,Democrat,
11284,Chafee,Lincoln,D.,,,1953-03-26,M,sen,RI,Republican,
11285,Clayton,Eva,,,,1934-09-16,F,rep,NC,Democrat,1.0
11286,Clement,Robert,,,,1943-09-23,M,rep,TN,Democrat,5.0
11287,Condit,Gary,,,,1948-04-21,M,rep,CA,Democrat,18.0
11288,Cooksey,John,,,,1941-08-20,M,rep,LA,Republican,5.0
11289,Corzine,Jon,Stevens,,,1947-01-01,M,sen,NJ,Democrat,
11290,Coyne,William,J.,,,1936-08-24,M,rep,PA,Democrat,14.0
11291,Dayton,Mark,,,,1947-01-26,M,sen,MN,Democrat,
11292,DeWine,Michael,,,,1947-01-05,M,sen,OH,Republican,
11293,Ehrlich,Robert,L.,Jr.,,1957-11-25,M,rep,MD,Republican,2.0
11294,Frist,William,H.,,,1952-02-22,M,sen,TN,Republican,
11295,Ganske,Greg,,,,1949-03-31,M,rep,IA,Republican,4.0
11296,Gekas,George,W.,,,1930-04-14,M,rep,PA,Republican,17.0
11297,Gilman,Benjamin,,,,1922-12-06,M,rep,NY,Republican,20.0
11298,Grucci,Felix,,,,1951-11-25,M,rep,NY,Republican,1.0
11299,Hall,Tony,P.,,,1942-01-16,M,rep,OH,Democrat,3.0
11300,Hansen,James,V.,,,1932-08-14,M,rep,UT,Republican,1.0
11301,Hilleary,Van,,,,1959-06-20,M,rep,TN,Republican,4.0
11302,Hilliard,Earl,F.,,,1942-04-09,M,rep,AL,Democrat,7.0
11303,Horn,Stephen,,,,1931-05-31,M,rep,CA,Republican,38.0
11304,Hutchinson,Asa,,,,1950-12-03,M,rep,AR,Republican,3.0
11305,Jeffords,James,M.,,,1934-05-11,M,sen,VT,Independent,
11306,Kerns,Brian,,,,1957-05-22,M,rep,IN,Republican,7.0
11307,LaFalce,John,J.,,,1939-10-06,M,rep,NY,Democrat,29.0
11308,Largent,Steve,,,,1954-09-28,M,rep,OK,Republican,1.0
11309,Luther,William,,,,1945-06-27,M,rep,MN,Democrat,6.0
11310,Maloney,James,,,,1948-09-17,M,rep,CT,Democrat,5.0
11311,Mascara,Frank,,,,1930-01-19,M,rep,PA,Democrat,20.0
11312,Meek,Carrie,,,,1926-04-29,F,rep,FL,Democrat,17.0
11313,Miller,Dan,,,,1942-05-30,M,rep,FL,Republican,13.0
11314,Mink,Patsy,Takemoto,,,1927-12-06,F,rep,HI,Democrat,2.0
11315,Moakley,John,Joseph,,,1927-04-27,M,rep,MA,Democrat,9.0
11316,Morella,Constance,,,,1931-02-12,F,rep,MD,Republican,8.0
11317,Phelps,David,,,,1947-10-26,M,rep,IL,Democrat,19.0
11318,Riley,Bob,,,,1944-10-03,M,rep,AL,Republican,3.0
11319,Rivers,Lynn,,,,1956-12-19,F,rep,MI,Democrat,13.0
11320,Roemer,Timothy,,,,1956-10-30,M,rep,IN,Democrat,3.0
11321,Roukema,Marge,,,,1929-09-19,F,rep,NJ,Republican,5.0
11322,Santorum,Richard,J.,,,1958-05-10,M,sen,PA,Republican,
11323,Sarbanes,Paul,S.,,,1933-02-03,M,sen,MD,Democrat,
11324,Sawyer,Thomas,C.,,,1945-08-15,M,rep,OH,Democrat,14.0
11325,Scarborough,Joe,,,,1963-04-09,M,rep,FL,Republican,1.0
11326,Schaffer,Bob,,,,1962-07-24,M,rep,CO,Republican,4.0
11327,Shows,Ronnie,,,,1947-01-26,M,rep,MS,Democrat,4.0
11328,Shuster,Elmer,Greinert,,,1932-01-23,M,rep,PA,Republican,9.0
11329,Sisisky,Norman,,,,1927-06-09,M,rep,VA,Democrat,4.0
11330,Skeen,Joseph,,,,1927-06-30,M,rep,NM,Republican,2.0
11331,Spence,Floyd,,,,1928-04-09,M,rep,SC,Republican,2.0
11332,Stump,Robert,,,,1927-04-04,M,rep,AZ,Republican,3.0
11333,Thurman,Karen,,,,1951-01-12,F,rep,FL,Democrat,5.0
11334,Traficant,James,A.,Jr.,,1941-05-08,M,rep,OH,Democrat,17.0
11335,Underwood,Robert,A.,,,1948-07-13,M,rep,GU,Democrat,0.0
11336,Watkins,Wes,,,,1938-12-15,M,rep,OK,Republican,3.0
11337,Watts,J.C.,,,,1957-11-18,M,rep,OK,Republican,4.0
11338,Barkley,Dean,,,,1950-08-31,M,sen,MN,Independent,
11339,Talent,James,M.,,,1956-10-18,M,sen,MO,Republican,
11340,Acevedo-Vilá,Aníbal,,,,1962-02-13,M,rep,PR,Popular Democrat,0.0
11341,Allard,Wayne,A.,,,1943-12-02,M,sen,CO,Republican,
11342,Ballance,Frank,W.,Jr.,,1942-02-15,M,rep,NC,Democrat,1.0
11343,Ballenger,Cass,,,,1926-12-06,M,rep,NC,Republican,10.0
11344,Bell,Chris,,,,1959-11-23,M,rep,TX,Democrat,25.0
11345,Bereuter,Douglas,K.,,,1939-10-06,M,rep,NE,Republican,1.0
11346,Burns,Max,,,,1948-11-08,M,rep,GA,Republican,12.0
11347,Carson,Brad,,,,1967-03-11,M,rep,OK,Democrat,2.0
11348,Coleman,Norm,,,,1949-08-17,M,sen,MN,Republican,
11349,Collins,Michael,Allen,,,1944-10-15,M,rep,GA,Republican,8.0
11350,Combest,Larry,,,,1945-03-20,M,rep,TX,Republican,19.0
11351,Craig,Larry,E.,,,1945-07-20,M,sen,ID,Republican,
11352,Crane,Philip,M.,,,1930-11-03,M,rep,IL,Republican,8.0
11353,Deutsch,Peter,,,,1957-04-01,M,rep,FL,Democrat,20.0
11354,Dole,Elizabeth,H.,,,1936-07-29,F,sen,NC,Republican,
11355,Domenici,Pete,V.,,,1932-05-07,M,sen,NM,Republican,
11356,Dooley,Calvin,M.,,,1954-01-11,M,rep,CA,Democrat,20.0
11357,Dunn,Jennifer,B.,,,1941-07-29,F,rep,WA,Republican,8.0
11358,Fletcher,Ernest,Lee,,,1952-11-12,M,rep,KY,Republican,6.0
11359,Frost,Jonas,,III,,1942-01-01,M,rep,TX,Democrat,24.0
11360,Gephardt,Richard,Andrew,,,1941-01-31,M,rep,MO,Democrat,3.0
11361,Goss,Porter,J.,,,1938-11-26,M,rep,FL,Republican,14.0
11362,Greenwood,James,C.,,,1951-05-04,M,rep,PA,Republican,8.0
11363,Hagel,Charles,T.,,,1946-10-04,M,sen,NE,Republican,
11364,Hoeffel,Joseph,M.,,,1950-09-03,M,rep,PA,Democrat,13.0
11365,Houghton,Amory,,Jr.,,1926-08-07,M,rep,NY,Republican,29.0
11366,Janklow,William,J.,,,1939-09-13,M,rep,SD,Republican,0.0
11367,John,Christopher,,,,1960-01-05,M,rep,LA,Democrat,7.0
11368,Kleczka,Gerald,D.,,,1943-11-26,M,rep,WI,Democrat,4.0
11369,Lipinski,William,O.,,,1937-12-22,M,rep,IL,Democrat,3.0
11370,Lucas,Kenneth,R.,,,1933-08-22,M,rep,KY,Democrat,4.0
11371,Majette,Denise,,,,1955-05-18,F,rep,GA,Democrat,4.0
11372,Matsui,Robert,T.,,,1941-09-17,M,rep,CA,Democrat,5.0
11373,McCarthy,Karen,,,,1947-03-18,F,rep,MO,Democrat,5.0
11374,McInnis,Scott,,,,1953-05-09,M,rep,CO,Republican,3.0
11375,Nethercutt,George,R.,Jr.,,1944-10-07,M,rep,WA,Republican,5.0
11376,Ose,Doug,,,,1955-06-27,M,rep,CA,Republican,3.0
11377,Quinn,Jack,,,,1951-04-13,M,rep,NY,Republican,27.0
11378,Sandlin,Max,A.,Jr.,,1952-09-29,M,rep,TX,Democrat,1.0
11379,Schrock,Edward,L.,,,1941-04-06,M,rep,VA,Republican,2.0
11380,Smith,Gordon,Harold,,,1952-05-25,M,sen,OR,Republican,
11381,Smith,Nick,,,,1934-11-05,M,rep,MI,Republican,7.0
11382,Stenholm,Charles,W.,,,1938-10-26,M,rep,TX,Democrat,17.0
11383,Stevens,Ted,F.,,,1923-11-18,M,sen,AK,Republican,
11384,Sununu,John,E.,,,1964-09-10,M,sen,NH,Republican,
11385,Tauzin,William,J.,,,1943-06-14,M,rep,LA,Republican,3.0
11386,Turner,James,,,,1946-02-06,M,rep,TX,Democrat,2.0
11387,Warner,John,W.,,,1927-02-18,M,sen,VA,Republican,
11388,Bayh,Evan,,,,1955-12-26,M,sen,IN,Democrat,
11389,Beauprez,Bob,,,,1948-09-22,M,rep,CO,Republican,7.0
11390,Bennett,Robert,F.,,,1933-09-18,M,sen,UT,Republican,
11391,Bilirakis,Michael,,,,1930-07-16,M,rep,FL,Republican,9.0
11392,Boehlert,Sherwood,L.,,,1936-09-28,M,rep,NY,Republican,24.0
11393,Bond,Christopher,S.,,,1939-03-06,M,sen,MO,Republican,
11394,Bonilla,Henry,,,,1954-01-02,M,rep,TX,Republican,23.0
11395,Bradley,Jeb,E.,,,1952-10-20,M,rep,NH,Republican,1.0
11396,Brownback,Samuel,D.,,,1956-09-12,M,sen,KS,Republican,
11397,Bunning,Jim,,,,1931-10-23,M,sen,KY,Republican,
11398,Chocola,Chris,,,,1962-02-24,M,rep,IN,Republican,2.0
11399,Cox,C.,Christopher,,,1952-10-16,M,rep,CA,Republican,48.0
11400,Cunningham,Randall,H.,,,1941-12-08,M,rep,CA,Republican,50.0
11401,Davis,James,,,,1957-10-11,M,rep,FL,Democrat,11.0
11402,DeLay,Thomas,Dale,,,1947-04-08,M,rep,TX,Republican,22.0
11403,Dodd,Christopher,J.,,,1944-05-27,M,sen,CT,Democrat,
11404,Dorgan,Byron,L.,,,1942-05-14,M,sen,ND,Democrat,
11405,Evans,Lane,A.,,,1951-08-04,M,rep,IL,Democrat,17.0
11406,Feingold,Russell,D.,,,1953-03-02,M,sen,WI,Democrat,
11407,Foley,Mark,Adam,,,1954-09-08,M,rep,FL,Republican,16.0
11408,Ford,Harold,E.,Jr.,,1970-05-11,M,rep,TN,Democrat,9.0
11409,Gibbons,James,A.,,,1944-12-16,M,rep,NV,Republican,2.0
11410,Green,Mark,A.,,,1960-06-01,M,rep,WI,Republican,8.0
11411,Gregg,Judd,A.,,,1947-02-14,M,sen,NH,Republican,
11412,Gutknecht,Gilbert,W.,,,1951-03-20,M,rep,MN,Republican,1.0
11413,Harris,Katherine,,,,1957-04-05,F,rep,FL,Republican,13.0
11414,Hart,Melissa,A.,,,1962-04-04,F,rep,PA,Republican,4.0
11415,Hayworth,John,D.,Jr.,,1958-07-12,M,rep,AZ,Republican,5.0
11416,Hefley,Joel,,,,1935-04-18,M,rep,CO,Republican,5.0
11417,Hostettler,John,Nathan,,,1961-06-19,M,rep,IN,Republican,8.0
11418,Hyde,Henry,John,,,1924-04-18,M,rep,IL,Republican,6.0
11419,Istook,Ernest,J.,Jr.,,1950-02-11,M,rep,OK,Republican,5.0
11420,Jenkins,William,Lewis,,,1936-11-29,M,rep,TN,Republican,1.0
11421,Johnson,Nancy,Lee,,,1935-01-05,F,rep,CT,Republican,5.0
11422,Kelly,Sue,W.,,,1936-09-26,F,rep,NY,Republican,19.0
11423,Kennedy,Mark,R.,,,1957-04-11,M,rep,MN,Republican,6.0
11424,Kolbe,James,T.,,,1942-06-28,M,rep,AZ,Republican,8.0
11425,Leach,James,A.,,,1942-10-15,M,rep,IA,Republican,2.0
11426,Lincoln,Blanche,Lambert,,,1960-09-30,F,sen,AR,Democrat,
11427,Martinez,Mel,,,,1946-10-23,M,sen,FL,Republican,
11428,McKinney,Cynthia,,,,1955-03-17,F,rep,GA,Democrat,4.0
11429,Ney,Robert,William,,,1954-07-05,M,rep,OH,Republican,18.0
11430,Northup,Anne,Meagher,,,1948-01-22,F,rep,KY,Republican,3.0
11431,Nussle,James,Allen,,,1960-06-27,M,rep,IA,Republican,1.0
11432,Osborne,Thomas,William,,,1937-02-23,M,rep,NE,Republican,3.0
11433,Otter,C.L.,,,,1942-05-03,M,rep,ID,Republican,1.0
11434,Owens,Major,R.,,,1936-06-28,M,rep,NY,Democrat,11.0
11435,Oxley,Michael,G.,,,1944-02-11,M,rep,OH,Republican,4.0
11436,Pombo,Richard,W.,,,1961-01-08,M,rep,CA,Republican,11.0
11437,Ryun,Jim,R.,,,1947-04-29,M,rep,KS,Republican,2.0
11438,Sabo,Martin,Olav,,,1938-02-28,M,rep,MN,Democrat,5.0
11439,Salazar,Ken,,,,1955-03-02,M,sen,CO,Democrat,
11440,Schwarz,John,J.H.,,,1937-11-15,M,rep,MI,Republican,7.0
11441,Shaw,E.,Clay,Jr.,,1939-04-19,M,rep,FL,Republican,22.0
11442,Sherwood,Donald,L.,,,1941-03-05,M,rep,PA,Republican,10.0
11443,Simmons,Robert,Ruhl,,,1943-02-11,M,rep,CT,Republican,2.0
11444,Sodrel,Michael,E.,,,1945-12-17,M,rep,IN,Republican,9.0
11445,Specter,Arlen,,,,1930-02-12,M,sen,PA,Democrat,
11446,Strickland,Ted,,,,1941-08-04,M,rep,OH,Democrat,6.0
11447,Sweeney,John,E.,,,1955-08-09,M,rep,NY,Republican,20.0
11448,Taylor,Charles,H.,,,1941-01-23,M,rep,NC,Republican,11.0
11449,Thomas,William,M.,,,1941-12-06,M,rep,CA,Republican,22.0
11450,Voinovich,George,V.,,,1936-07-15,M,sen,OH,Republican,
11451,Weldon,W.,Curtis,,,1947-07-22,M,rep,PA,Republican,7.0
11452,Sekula-Gibbs,Shelley,,,,1953-06-22,F,rep,TX,Republican,22.0
11453,Allen,Thomas,H.,,,1945-04-16,M,rep,ME,Democrat,1.0
11454,Baker,Richard,Hugh,,,1948-05-22,M,rep,LA,Republican,6.0
11455,Boyda,Nancy,E.,,,1955-08-02,F,rep,KS,Democrat,2.0
11457,Cannon,Christopher,B.,,,1950-10-20,M,rep,UT,Republican,3.0
11458,Carson,Julia,M.,,,1938-07-08,F,rep,IN,Democrat,7.0
11459,Clinton,Hillary,Rodham,,,1947-10-26,F,sen,NY,Democrat,
11460,Cramer,Robert,E.,Jr.,,1947-08-22,M,rep,AL,Democrat,5.0
11461,Cubin,Barbara,L.,,,1946-11-30,F,rep,WY,Republican,0.0
11462,Davis,David,,,,1959-11-06,M,rep,TN,Republican,1.0
11463,Davis,Jo Ann,S.,,,1950-06-29,F,rep,VA,Republican,1.0
11464,Davis,Thomas,M.,III,,1949-01-05,M,rep,VA,Republican,11.0
11465,Doolittle,John,T.,,,1950-10-30,M,rep,CA,Republican,4.0
11466,Drake,Thelma,D.,,,1949-11-20,F,rep,VA,Republican,2.0
11467,Emanuel,Rahm,,,,1959-11-29,M,rep,IL,Democrat,5.0
11468,English,Philip,,,,1956-06-20,M,rep,PA,Republican,3.0
11469,Ensign,John,Eric,,,1958-03-25,M,sen,NV,Republican,
11470,Everett,Terry,,,,1937-02-15,M,rep,AL,Republican,2.0
11471,Feeney,Tom,C.,,,1958-05-21,M,rep,FL,Republican,24.0
11472,Ferguson,Michael,,,,1970-06-22,M,rep,NJ,Republican,7.0
11473,Fortuño,Luis,G.,,,1960-10-31,M,rep,PR,Republican,0.0
11474,Fossella,Vito,J.,Jr.,,1965-03-09,M,rep,NY,Republican,13.0
11475,Gilchrest,Wayne,T.,,,1946-04-15,M,rep,MD,Republican,1.0
11476,Gillmor,Paul,E.,,,1939-02-01,M,rep,OH,Republican,5.0
11477,Goode,Virgil,H.,Jr.,,1946-10-17,M,rep,VA,Republican,5.0
11478,Hastert,J.,Dennis,,,1942-01-02,M,rep,IL,Republican,14.0
11479,Hayes,Robin,C.,,,1945-08-14,M,rep,NC,Republican,8.0
11480,Hobson,David,Lee,,,1936-10-17,M,rep,OH,Republican,7.0
11481,Hooley,Darlene,,,,1939-04-04,F,rep,OR,Democrat,5.0
11482,Hulshof,Kenny,C.,,,1958-05-22,M,rep,MO,Republican,9.0
11483,Hunter,Duncan,L.,,,1948-05-31,M,rep,CA,Republican,52.0
11484,Jefferson,William,J.,,,1947-03-14,M,rep,LA,Democrat,2.0
11485,Jindal,Bobby,,,,1971-06-10,M,rep,LA,Republican,1.0
11486,Jones,Stephanie,Tubbs,,,1949-09-10,F,rep,OH,Democrat,11.0
11487,Keller,Ric,,,,1964-09-05,M,rep,FL,Republican,8.0
